10.3074	1592
10.4074	1609
10.5074	1627
10.6074	1644
10.7074	1661
10.8074	1678
10.9074	1695
11.0074	1713
11.1074	1730
11.2074	1747
11.3074	1764
11.4074	1781
11.5074	1799
11.6074	1816
11.7074	1833
11.8074	1850
11.9074	1867
12.0074	1885
12.1074	1902
12.2074	1919
12.3074	1936
12.4074	1953
12.5074	1971
12.6074	1988
12.7074	2005
12.8074	2022
12.9074	2039
13.0074	2056
13.1074	2074
13.2074	2091
13.3074	2108
13.4074	2125
13.5074	2142
13.6074	2160
13.7074	2177
13.8074	2194
13.9074	2211
14.0074	2228
14.1074	2246
14.2074	2263
14.3074	2280
14.4074	2297
14.5074	2314
14.6074	2332
14.7074	2349
14.8074	2366
14.9074	2383
15.0074	2400
15.1074	2418
15.2074	2435
15.3074	2452
15.4074	2469
15.5074	2486
15.6074	2504
15.7074	2521
15.8074	2538
15.9074	2555
16.0074	2572
16.1074	2590
16.2074	2607
16.3074	2624
16.4074	2641
16.5074	2658
16.6074	2675
16.7074	2693
16.8074	2710
16.9074	2727
17.0074	2744
17.1074	2761
17.2074	2779
17.3074	2796
17.4074	2813
17.5074	2830
17.6074	2847
17.7074	2865
17.8074	2882
17.9074	2899
18.0074	2916
18.1074	2933
18.2074	2951
18.3074	2968
18.4074	2985
18.5074	3002
18.6074	3019
18.7074	3037
18.8074	3054
18.9074	3071
19.0074	3088
19.1074	3105
19.2074	3123
19.3074	3140
19.4074	3157
19.5074	3174
19.6074	3191
19.7074	3208
19.8074	3226
19.9074	3243
20.0074	3260
20.1074	3277
20.2074	3294
20.3074	3312
20.4074	3329
20.5074	3346
20.6074	3363
20.7074	3380
20.8074	3398
20.9074	3415
21.0074	3432
21.1074	3449
21.2074	3466
21.3074	3484
21.4074	3501
21.5074	3518
21.6074	3535
21.7074	3552
21.8074	3570
21.9074	3587
22.0074	3604
22.1074	3621
22.2074	3638
22.3074	3656
22.4074	3673
22.5074	3690
22.6074	3707
22.7074	3724
22.8074	3742
22.9074	3759
23.0074	3776
23.1074	3793
23.2074	3811
23.3074	3830
23.4074	3850
23.5074	3869
23.6074	3889
23.7074	3908
23.8074	3928
23.9074	3948
24.0074	3968
24.1074	3987
24.2074	4007
24.3074	4029
24.4074	4049
24.5074	4070
24.6074	4091
24.7074	4112
